"","Actor1CountryCode","Actor2CountryCode","AvgTone","NumArticles","SQLDATE","Year","Actor1Geo_Lat","Actor1Geo_Long","ActionGeo_CountryCode","EventCode","EventRootCode","Actor1Geo_CountryCode","Actor2Geo_CountryCode","SOURCEURL"
"1",NA,NA,"-6.73758865248227","2","20160520","2016",NA,NA,"SY","191","19",NA,"KV","http://www.business-standard.com/article/pti-stories/kosovo-jails-is-recruiter-six-associates-116052001580_1.html"
"2",NA,"SYR","-6.95053224796493","1","20160520","2016",NA,NA,"SY","190","19",NA,"RS","http://en.farsnews.com/newstext.aspx?nn=13950231000179"
"3",NA,"USA","-5.11658319173732","10","20160520","2016",NA,NA,"SY","195","19",NA,"SY","http://rinf.com/alt-news/newswire/obama-plays-a-dove-in-nprs-historical-fiction/"
"4",NA,NA,"-6.98915009041591","4","20160520","2016",NA,NA,"SY","191","19",NA,"SY","http://www.naharnet.com/stories/en/209759-kosovo-jails-is-recruiter-six-associates"
"5",NA,NA,"-6.11620795107033","10","20160520","2016",NA,NA,"SY","190","19",NA,"TU","http://bianet.org/english/diger/174986-hrw-turkey-should-open-borders-to-refugees"
"6",NA,"IDN","-6.95053224796493","2","20160520","2016",NA,NA,"SY","190","19",NA,"ID","http://en.farsnews.com/newstext.aspx?nn=13950231000179"
"7",NA,"SYR","-0.9009009009009","1","20160520","2016",NA,NA,"SY","186","18",NA,"SY","http://www.weeklystandard.com/how-iran-shapes-hezbollah/article/2002495"
"8",NA,"SYR","-2.51450676982592","2","20160520","2016",NA,NA,"SY","190","19",NA,"SY","http://www.worldbulletin.net/headlines/172934/coalition-flyers-urge-residents-to-quit-isil-bastion-in-syria"
"9",NA,"SYR","-5.70383647703749","48","20160520","2016",NA,NA,"SY","192","19",NA,"SY","http://www.1490wosh.com/news/isis-fast-facts/"
"10",NA,NA,"-4.11744006810328","21","20160520","2016",NA,NA,"SY","190","19",NA,"SY","http://en.farsnews.com/newstext.aspx?nn=13950231000179"
"11",NA,"IRQ","-5.70383647703749","16","20160520","2016",NA,NA,"SY","192","19",NA,"SY","http://www.1490wosh.com/news/isis-fast-facts/"
"12",NA,NA,"-4.45192183253527","3","20160520","2016",NA,NA,"SY","190","19",NA,"SY","http://www.newageislam.com/islamic-world-news/new-age-islam-news-bureau/bangladesh-village-doctor-hacked-to-death-in-suspected-islamist-attack/d/107366"
"13",NA,"BGD","-4.45192183253527","1","20160520","2016",NA,NA,"SY","190","19",NA,"SY","http://www.newageislam.com/islamic-world-news/new-age-islam-news-bureau/bangladesh-village-doctor-hacked-to-death-in-suspected-islamist-attack/d/107366"
"14",NA,"IRQ","-5.70383647703749","16","20160520","2016",NA,NA,"SY","192","19",NA,"SY","http://www.1490wosh.com/news/isis-fast-facts/"
"15",NA,"SYR","-3.07434320849637","1","20160520","2016",NA,NA,"SY","190","19",NA,"SY","http://schema-root.org/region/africa/north_africa/sudan/states/al_khartum/municipalities/khartoum/suburbs/"
"16",NA,"SYR","-3.10744404836172","13","20160520","2016",NA,NA,"SY","193","19",NA,"SY","http://english.sina.com/news/2016-05-20/doc-ifxsktvr1010440.shtml"
"17",NA,"SYR","-4.58015267175573","4","20160520","2016",NA,NA,"SY","190","19",NA,"SY","http://aranews.net/2016/05/kurdish-female-fighters-combatting-al-qaeda-aleppo/"
"18",NA,"SYR","-4.58015267175573","1","20160520","2016",NA,NA,"SY","190","19",NA,"SY","http://aranews.net/2016/05/kurdish-female-fighters-combatting-al-qaeda-aleppo/"
"19",NA,NA,"-4.58015267175573","10","20160520","2016",NA,NA,"SY","190","19",NA,"SY","http://aranews.net/2016/05/kurdish-female-fighters-combatting-al-qaeda-aleppo/"
"20",NA,NA,"-2.38970588235294","4","20160520","2016",NA,NA,"SY","190","19",NA,"SY","http://www.memri.org/report/en/0/0/0/0/0/0/9210.htm"
"21",NA,"SYR","-5.11440107671602","10","20160520","2016",NA,NA,"SY","1822","18",NA,"SY","https://www.journalism.cuny.edu/2015/10/freelancer-issam-khoury-from-syria-is-the-new-international-journalist-in-residence/"
"22",NA,NA,"-8.09399477806789","10","20160520","2016",NA,NA,"SY","190","19",NA,"SY","http://www.arabnews.com/node/927466/middle-east"
"23",NA,NA,"-9.67741935483873","6","20160520","2016",NA,NA,"SY","190","19",NA,"SY","http://www.aina.org/news/20160519173836.htm"
"24",NA,"SYR","-9.67741935483873","2","20160520","2016",NA,NA,"SY","190","19",NA,"SY","http://www.aina.org/news/20160519173836.htm"
"25",NA,"SYR","-3.37250627872815","2","20160520","2016",NA,NA,"SY","193","19",NA,"SY","http://news.xinhuanet.com/english/2016-05/20/c_135375262.htm"
"26",NA,"SYR","-2.99078745338891","2","20160520","2016",NA,NA,"SY","193","19",NA,"SY","http://english.sina.com/news/2016-05-20/doc-ifxsktvr1010440.shtml"
"27",NA,NA,"-8.1841432225064","3","20160520","2016",NA,NA,"SY","190","19",NA,"SY","http://www.islamicinvitationturkey.com/2016/05/20/syrian-army-in-full-control-of-southern-strip-of-eastern-ghouta/"
"28","DEU","DEU","-1.57819225251076","2","20160520","2016","51","9","SY","194","19","GM","GM","http://www.thenews.com.pk/print/121305-Refugee-integration-in-Turkey"
"29","DEU","TUR","-1.57819225251076","2","20160520","2016","51","9","SY","194","19","GM","TU","http://www.thenews.com.pk/print/121305-Refugee-integration-in-Turkey"
"30","DEU","TUR","-1.57819225251076","4","20160520","2016","51","9","SY","194","19","GM","TU","http://www.thenews.com.pk/print/121305-Refugee-integration-in-Turkey"
"31","TUR","IRN","-1.98027902692088","2","20160520","2016","32","53","SY","190","19","IR","SY","http://www.theguardian.com/film/2016/may/20/peshmerga-review-bernard-henri-levy-cannes-2016"
"32","IRN","SYR","-2.32558139534884","8","20160520","2016","32","53","SY","194","19","IR","SY","http://www.american-reporter.com/5,435/180.html"
"33","SYR",NA,"-6.20785313319245","9","20160513","2016","32","53","SY","190","19","IR","SY","http://in.reuters.com/article/us-hezbollah-syria-commentary-idINKCN0YA1U7"
"34","IRN","SYR","-6.31031606125692","3","20160520","2016","32","53","SY","190","19","IR","SY","http://www.middleeasteye.net/news/hezbollah-send-more-fighters-syria-nasrallah-1127997499"
"35","SYR",NA,"-0.80091533180778","2","20160520","2016","31.5","34.75","SY","195","19","IS","SY","http://www.osundefender.org/2012/11/13/gulf-states-recognise-syria-opposition/"
"36","SYR",NA,"-5.76196794937225","2","20160520","2016","31.5","34.75","SY","190","19","IS","SY","http://uk.reuters.com/article/uk-mideast-crisis-hezbollah-syria-idUKKCN0YB24N"
"37","SYR",NA,"-3.5","4","20160520","2016","42.8333","12.8333","SY","1823","18","IT","SY","http://freerepublic.com/focus/f-news/3432263/posts"
"38","USA",NA,"-0.79365079365079","2","20160520","2016","33","44","SY","0333","03","IZ",NA,"http://www.unian.info/politics/1351584-us-allocating-another-28-mln-in-humanitarian-assistance-to-ukraine.html"
"39","SYR","IRQ","-5.36421406242499","6","20160520","2016","33","44","SY","190","19","IZ","IZ","http://www.scmp.com/news/asia/southeast-asia/article/1947290/exclusive-suspected-islamic-state-supporter-arrested"
"40","IRQ","SYR","-5.36421406242499","6","20160520","2016","33","44","SY","190","19","IZ","IZ","http://www.scmp.com/news/asia/southeast-asia/article/1947290/exclusive-suspected-islamic-state-supporter-arrested"
"41","IRQ","SYR","-5.36421406242499","22","20160520","2016","33","44","SY","190","19","IZ","SY","http://www.scmp.com/news/asia/southeast-asia/article/1947290/exclusive-suspected-islamic-state-supporter-arrested"
"42","IRQ","USA","-4.95867768595042","5","20160520","2016","33","44","SY","195","19","IZ","SY","http://rinf.com/alt-news/newswire/obama-plays-a-dove-in-nprs-historical-fiction/"
"43","SYR","USA","-4.95867768595042","1","20160520","2016","33","44","SY","195","19","IZ","SY","http://rinf.com/alt-news/newswire/obama-plays-a-dove-in-nprs-historical-fiction/"
"44","IRQ",NA,"-9.51957924628509","30","20160520","2016","33","44","SY","186","18","IZ","SY","http://www.prokerala.com/news/articles/a649381.html"
"45","USA",NA,"-6.63577864480997","8","20160520","2016","33","44","SY","193","19","IZ","SY","http://presstv.com/Detail/2016/05/20/466496/US-lists-Saudi-Yemen-Libya-ISIL"
"46","SYR",NA,"-6.48148148148148","2","20160520","2016","29.3375","47.6581","SY","190","19","KU","SY","http://bonhamjournal.com/2016/05/20/top-hezbollah-commander-killed-in-damascus-blast.html"
"47",NA,NA,"-8.7378640776699","1","20160520","2016","29.3375","47.6581","SY","194","19","KU","SY","http://senegal-actu.com/2016/05/top-hezbollah-leader-killed-in-blast-us-military-spokesman/"
"48","RUS","SYR","-6.01503759398497","1","20160520","2016","33.8333","35.8333","SY","190","19","LE","LE","http://en.farsnews.com/newstext.aspx?nn=13950231000715"
"49","LBN",NA,"-6.19097756919258","16","20160513","2016","33.8333","35.8333","SY","190","19","LE","LE","http://in.reuters.com/article/us-hezbollah-syria-commentary-idINKCN0YA1U7"
"50","RUS","SYR","-4.18505502887654","2","20160520","2016","33.8333","35.8333","SY","190","19","LE","LE","http://en.farsnews.com/newstext.aspx?nn=13950231000715"
"51",NA,"LBN","-6.19097756919258","4","20160513","2016","33.8333","35.8333","SY","190","19","LE","LE","http://in.reuters.com/article/us-hezbollah-syria-commentary-idINKCN0YA1U7"
"52",NA,"LBN","-3.50877192982457","1","20160520","2016","33.8333","35.8333","SY","190","19","LE","LE","http://www.transconflict.com/2014/09/fighting-terror-produces-ever-radicals-sectarianism-119/"
"53","LBN",NA,"-3.50877192982457","3","20160520","2016","33.8333","35.8333","SY","190","19","LE","LE","http://www.transconflict.com/2014/09/fighting-terror-produces-ever-radicals-sectarianism-119/"
"54","RUS","SYR","-4.93923510941324","2","20160520","2016","33.8333","35.8333","SY","190","19","LE","RS","http://en.farsnews.com/newstext.aspx?nn=13950231000203"
"55","RUS","SYR","-3.99496679134571","3","20160520","2016","33.8333","35.8333","SY","190","19","LE","RS","http://en.farsnews.com/newstext.aspx?nn=13950231000203"
"56","RUS","SYR","-6.34190225721817","2","20160520","2016","33.8333","35.8333","SY","190","19","LE","RS","http://en.farsnews.com/newstext.aspx?nn=13950231000677"
"57","RUS","SYR","-6.34190225721817","2","20160520","2016","33.8333","35.8333","SY","190","19","LE","RS","http://en.farsnews.com/newstext.aspx?nn=13950231000677"
"58","RUS","SYR","-6.03248259860789","1","20160520","2016","33.8333","35.8333","SY","190","19","LE","SY","http://en.farsnews.com/newstext.aspx?nn=13950231000671"
"59","RUS","SYR","-6.03248259860789","1","20160520","2016","33.8333","35.8333","SY","190","19","LE","SY","http://en.farsnews.com/newstext.aspx?nn=13950231000671"
"60",NA,NA,"-8.7378640776699","1","20160520","2016","33.8333","35.8333","SY","194","19","LE","SY","http://senegal-actu.com/2016/05/top-hezbollah-leader-killed-in-blast-us-military-spokesman/"
"61","RUS","SYR","-2.35507246376811","1","20160520","2016","33.8333","35.8333","SY","190","19","LE","SY","http://en.farsnews.com/newstext.aspx?nn=13950231000750"
"62",NA,NA,"-6.58227848101266","8","20160520","2016","33.8333","35.8333","SY","190","19","LE","SY","http://www.naharnet.com/stories/en/209744-nasrallah-says-to-avenge-badreddine-by-dealing-final-blow-to-takfiri-groups-in-syria"
"63","LBN",NA,"-6.19097756919258","16","20160520","2016","33.8333","35.8333","SY","190","19","LE","SY","http://in.reuters.com/article/us-hezbollah-syria-commentary-idINKCN0YA1U7"
"64","MKD",NA,"-3.1055900621118","1","20160520","2016","41.8333","22","SY","0233","02","MK",NA,"http://www.sandiegouniontribune.com/news/2016/may/20/refugees-tell-of-being-pushed-back-into-greece/"
"65","NOR","SYR","-7.11838101406591","6","20160520","2016","62","10","SY","190","19","NO","SY","http://english.sina.com/news/2016-05-20/doc-ifxsktvr0985333.shtml"
"66",NA,"SRB","-0.357372942516224","28","20160520","2016",NA,NA,"SY","192","19","RB","SY","http://www.austinglobe.com/index.php/sid/244227115"
"67","SYR",NA,"-6.95053224796493","1","20160520","2016","60","100","SY","190","19","RS",NA,"http://en.farsnews.com/newstext.aspx?nn=13950231000179"
"68","USA","USA","-3.60144057623049","1","20160520","2016","60","100","SY","1056","10","RS","RS","http://www.washingtonexaminer.com/benghazi-gop-turns-to-unlikely-source-in-defense-of-gowdy/article/2591902"
"69","RUS","SYR","-3.86371889821836","2","20160520","2016","60","100","SY","190","19","RS","RS","http://en.farsnews.com/newstext.aspx?nn=13950231000285"
"70",NA,NA,"-11.4427860696517","3","20160520","2016","60","100","SY","190","19","RS","RS","http://syrianobserver.com/EN/News/31050/Regime_Troops_Face_Huge_Losses_West_Damascus_Activists"
"71","RUS","SYR","-4.28645961150223","32","20160520","2016","60","100","SY","190","19","RS","RS","http://en.farsnews.com/newstext.aspx?nn=13950231000285"
"72",NA,"SYR","-11.4427860696517","3","20160520","2016","60","100","SY","190","19","RS","RS","http://syrianobserver.com/EN/News/31050/Regime_Troops_Face_Huge_Losses_West_Damascus_Activists"
"73","RUS","SYR","-5.45778595128489","18","20160520","2016","60","100","SY","190","19","RS","RS","http://en.farsnews.com/newstext.aspx?nn=13950231000179"
"74",NA,"SYR","-10.7991360691145","2","20160520","2016","60","100","SY","190","19","RS","SY","http://www.islamicinvitationturkey.com/2016/05/20/large-number-of-isil-terrorists-killed-in-different-parts-of-deir-ezzur/"
"75","RUS","SYR","-10.7991360691145","1","20160520","2016","60","100","SY","194","19","RS","SY","http://www.islamicinvitationturkey.com/2016/05/20/large-number-of-isil-terrorists-killed-in-different-parts-of-deir-ezzur/"
"76","SYR",NA,"-10.7991360691145","2","20160520","2016","60","100","SY","190","19","RS","SY","http://www.islamicinvitationturkey.com/2016/05/20/large-number-of-isil-terrorists-killed-in-different-parts-of-deir-ezzur/"
"77","SYR",NA,"-10.7991360691145","1","20160520","2016","60","100","SY","190","19","RS","SY","http://www.islamicinvitationturkey.com/2016/05/20/large-number-of-isil-terrorists-killed-in-different-parts-of-deir-ezzur/"
"78","RUS","FRA","-6.34920634920635","1","20160520","2016","60","100","SY","195","19","RS","SY","http://panarmenian.net/eng/news/212693/"
"79","RUS","SYR","-6.34920634920635","1","20160520","2016","60","100","SY","195","19","RS","SY","http://panarmenian.net/eng/news/212693/"
"80",NA,NA,"-11.5260472370767","16","20160520","2016","60","100","SY","195","19","RS","SY","http://www.france24.com/en/20160520-syria-regime-strikes-kill-21-civilians"
"81",NA,"SYR","-11.4427860696517","4","20160520","2016","60","100","SY","193","19","RS","SY","http://syrianobserver.com/EN/News/31050/Regime_Troops_Face_Huge_Losses_West_Damascus_Activists"
"82","RUS","SYR","-4.36906356908573","11","20160520","2016","60","100","SY","190","19","RS","SY","http://en.farsnews.com/newstext.aspx?nn=13950231000203"
"83",NA,NA,"-11.4427860696517","6","20160520","2016","60","100","SY","193","19","RS","SY","http://syrianobserver.com/EN/News/31050/Regime_Troops_Face_Huge_Losses_West_Damascus_Activists"
"84","RUS","SYR","-4.28645961150223","75","20160520","2016","60","100","SY","190","19","RS","SY","http://en.farsnews.com/newstext.aspx?nn=13950231000203"
"85","RUS","SYR","-5.45778595128489","45","20160520","2016","60","100","SY","190","19","RS","SY","http://en.farsnews.com/newstext.aspx?nn=13950231000179"
"86","IRN","SYR","-7.87096774193551","2","20160520","2016","60","100","SY","190","19","RS","SY","http://en.farsnews.com/newstext.aspx?nn=13950231000423"
"87","RUS","SYR","-5.45778595128489","9","20160520","2016","60","100","SY","190","19","RS","SY","http://en.farsnews.com/newstext.aspx?nn=13950231000179"
"88","SYR",NA,"-0.162999185004081","1","20160520","2016","15","30","SY","073","07","SU","SY","http://www.arabnews.com/node/927076/world"
"89",NA,NA,"-0.054333061668027","5","20160520","2016","15","30","SY","073","07","SU","SY","http://www.greenfieldreporter.com/view/story/4adfbce18fd54a4e99eab44f86e08960/EU--Turkey-Humanitarian-Summit"
"90",NA,NA,"-1.00544616673649","2","20160520","2016","35","38","SY","073","07","SY",NA,"http://www.dailymail.co.uk/wires/ap/article-3600756/Innovative-tools-offer-way-forward-time-aid-crisis.html"
"91",NA,NA,"-2.21518987341773","5","20160520","2016","35","38","SY","180","18","SY",NA,"http://www.thedailysheeple.com/400-missiles-stolen-in-benghazi-20000-missiles-stolen-in-tripoli-20000-m-16s-stolen-in-kuwait-related_082013"
"92","ISR",NA,"-3.32868539823352","8","20160520","2016","35","38","SY","186","18","SY",NA,"http://english.almanar.com.lb/adetails.php?eid=270763&cid=23&fromval=1&frid=23&seccatid=14&s1=1"
"93",NA,NA,"-7.61316872427983","10","20160520","2016","35","38","SY","180","18","SY",NA,"http://www.islamicinvitationturkey.com/2016/05/20/zara-massacre-al-zara-survivor-describe-massacre-of-villagers-by-us-israelturkey-backed-terrorists/"
"94",NA,NA,"-8.24549541434135","12","20160520","2016","35","38","SY","190","19","SY",NA,"http://www.refworld.org/docid/573ebe804.html"
"95","SLV",NA,"-6.77966101694915","5","20160520","2016","35","38","SY","190","19","SY",NA,"http://fair.org/topic/immigration/"
"96","KWT",NA,"-3.61271676300578","2","20160520","2016","35","38","SY","194","19","SY",NA,"http://ngcskyliner.com/2016/05/20/egyptair-honors-missing-flight-on-social-media/"
"97",NA,NA,"0.103199174406599","10","20160520","2016","35","38","SY","0233","02","SY",NA,"http://www.4-traders.com/news/ECOSOC-United-Nations-Economic-and-Social-Counci-Secretary-General-at-Marymount-Manhattan-College--22396520/"
"98","SLV",NA,"-6.77966101694915","5","20150521","2015","35","38","SY","190","19","SY",NA,"http://fair.org/topic/immigration/"
"99",NA,NA,"-7.6","2","20160520","2016","35","38","SY","180","18","SY",NA,"http://www.hurriyetdailynews.com/syrian-girl-shot-by-police-dies-in-turkey.aspx?pageID=238&nID=99442&NewsCatID=341"
"100","VAT",NA,"-1.01596516690856","3","20160520","2016","35","38","SY","190","19","SY",NA,"http://www.breakingisraelnews.com/68070/pope-francis-in-unprecedented-meet-with-sunni-leader-5-16/"
"101","IRN","TUR","-1.98027902692088","2","20160520","2016","35","38","SY","190","19","SY","IR","http://www.theguardian.com/film/2016/may/20/peshmerga-review-bernard-henri-levy-cannes-2016"
"102","SYR","ISR","-3.54295837023915","6","20160520","2016","35","38","SY","190","19","SY","IS","http://auto.howstuffworks.com/fuel-efficiency/fuel-economy/history-oil-crises-quiz.htm"
"103",NA,"IRQ","-4.11663807890223","8","20160520","2016","35","38","SY","195","19","SY","IZ","http://www.american-reporter.com/5,435/99.html"
"104","SYR","IRQ","-5.36421406242499","22","20160520","2016","35","38","SY","190","19","SY","IZ","http://www.scmp.com/news/asia/southeast-asia/article/1947290/exclusive-suspected-islamic-state-supporter-arrested"
"105",NA,"JOR","-6.37254901960784","6","20160520","2016","35","38","SY","190","19","SY","JO","http://www.american-reporter.com/5,435/70.html"
"106","SYR",NA,"-6.9402228976697","6","20160520","2016","35","38","SY","190","19","SY","KV","http://www.business-standard.com/article/pti-stories/kosovo-jails-is-recruiter-six-associates-116052001580_1.html"
"107","SYR","LBN","-4.77815699658703","1","20160513","2016","35","38","SY","190","19","SY","LE","http://www.presstv.ir/Detail/2016/05/20/466582/Hezbollah-Nasrallah-Badreddine"
"108","SYR",NA,"0.93457943925234","4","20160520","2016","35","38","SY","073","07","SY","MY","http://www.malaysiakini.com/news/342370"
"109",NA,"RUS","-10.7991360691145","1","20160520","2016","35","38","SY","190","19","SY","RS","http://www.islamicinvitationturkey.com/2016/05/20/large-number-of-isil-terrorists-killed-in-different-parts-of-deir-ezzur/"
"110","RUS",NA,"-10.5691056910569","1","20160520","2016","35","38","SY","190","19","SY","RS","http://www.islamicinvitationturkey.com/2016/05/20/syrian-army-repels-isils-nightly-offensive-in-deir-ezzur/"
"111","SYR",NA,"-10.7991360691145","1","20160520","2016","35","38","SY","190","19","SY","RS","http://www.islamicinvitationturkey.com/2016/05/20/large-number-of-isil-terrorists-killed-in-different-parts-of-deir-ezzur/"
"112",NA,"SYR","-10.7991360691145","2","20160520","2016","35","38","SY","190","19","SY","RS","http://www.islamicinvitationturkey.com/2016/05/20/large-number-of-isil-terrorists-killed-in-different-parts-of-deir-ezzur/"
"113",NA,"SYR","-4.09711684370258","2","20160520","2016","35","38","SY","190","19","SY","SY","http://www.rferl.org/content/al-qaeda-al-zawahri-plays-politics/27746829.html"
"114","SYR","SYR","-10.7991360691145","1","20160520","2016","35","38","SY","193","19","SY","SY","http://www.islamicinvitationturkey.com/2016/05/20/large-number-of-isil-terrorists-killed-in-different-parts-of-deir-ezzur/"
"115",NA,"SYR","-4.09711684370258","6","20160520","2016","35","38","SY","190","19","SY","SY","http://www.rferl.org/content/al-qaeda-al-zawahri-plays-politics/27746829.html"
"116","SYR",NA,"-10.6841208800857","5","20160520","2016","35","38","SY","190","19","SY","SY","http://www.islamicinvitationturkey.com/2016/05/20/large-number-of-isil-terrorists-killed-in-different-parts-of-deir-ezzur/"
"117",NA,NA,"-4.59873760144274","5","20160520","2016","35","38","SY","190","19","SY","SY","http://wpjljr.com/the-debate-on-syria-to-bomb-or-not-to-bomb-cnn/"
"118","USA","SYR","-2.18645379777456","16","20160520","2016","35","38","SY","190","19","SY","SY","Il Sole-24 Ore website, Milan/BBC Monitoring/(c) BBC"
"119",NA,"IRQ","-4.11663807890223","2","20160520","2016","35","38","SY","195","19","SY","SY","http://www.american-reporter.com/5,435/99.html"
"120","YEM","SAU","-3.43347639484978","2","20160520","2016","35","38","SY","190","19","SY","SY","https://www.opendemocracy.net/arab-awakening/umar-lateef-misgar/saudi-arabias-new-best-friend-india"
"121","IRN","IRQ","-1.98027902692088","2","20160520","2016","35","38","SY","190","19","SY","SY","http://www.theguardian.com/film/2016/may/20/peshmerga-review-bernard-henri-levy-cannes-2016"
"122",NA,NA,"-4.59873760144274","10","20160520","2016","35","38","SY","190","19","SY","SY","http://wpjljr.com/the-debate-on-syria-to-bomb-or-not-to-bomb-cnn/"
"123","SYR","USA","-4.95867768595042","4","20160520","2016","35","38","SY","195","19","SY","SY","http://rinf.com/alt-news/newswire/obama-plays-a-dove-in-nprs-historical-fiction/"
"124",NA,NA,"-0.0786797685398907","536","20160520","2016","35","38","SY","073","07","SY","SY","http://www.seattletimes.com/nation-world/innovative-tools-offer-way-forward-at-time-of-aid-crisis/"
"125","USA","SYR","-4.59873760144274","10","20160520","2016","35","38","SY","190","19","SY","SY","http://wpjljr.com/the-debate-on-syria-to-bomb-or-not-to-bomb-cnn/"
"126",NA,"SYR","-4.11663807890223","10","20160520","2016","35","38","SY","195","19","SY","SY","http://www.american-reporter.com/5,435/99.html"
"127",NA,"YEM","-5.92592592592592","8","20160520","2016","35","38","SY","190","19","SY","SY","http://sana.sy/en/?p=77832"
"128",NA,NA,"-3.1413612565445","5","20160520","2016","35","38","SY","190","19","SY","SY","http://www.breitbart.com/author/katie-gorka/"
"129",NA,"SYR","-8.71546625225281","18","20160520","2016","35","38","SY","190","19","SY","SY","http://www.islamicinvitationturkey.com/2016/05/20/large-number-of-isil-terrorists-killed-in-different-parts-of-deir-ezzur/"
"130","LBN","IND","-1.85758513931889","2","20160520","2016","35","38","SY","073","07","SY","SY","http://www.dnaindia.com/world/report-viral-photograph-helps-syrian-refugee-make-a-new-beginning-in-lebanon-2214548"
"131","IRN",NA,"-1.98027902692088","14","20160520","2016","35","38","SY","190","19","SY","SY","http://www.theguardian.com/film/2016/may/20/peshmerga-review-bernard-henri-levy-cannes-2016"
"132","SYR","IRN","-1.98027902692088","6","20160520","2016","35","38","SY","190","19","SY","SY","http://www.theguardian.com/film/2016/may/20/peshmerga-review-bernard-henri-levy-cannes-2016"
"133","SYR",NA,"-7.61316872427983","10","20160520","2016","35","38","SY","181","18","SY","SY","http://www.islamicinvitationturkey.com/2016/05/20/zara-massacre-al-zara-survivor-describe-massacre-of-villagers-by-us-israelturkey-backed-terrorists/"
"134","IRN","SYR","-1.98027902692088","6","20160520","2016","35","38","SY","190","19","SY","SY","http://www.theguardian.com/film/2016/may/20/peshmerga-review-bernard-henri-levy-cannes-2016"
"135",NA,NA,"-8.803611738149","2","20160520","2016","35","38","SY","190","19","SY","SY","http://sacredheartspectrum.com/2016/05/extremists-killed-military-chief-in-syria-hezbollah/"
"136","SYR",NA,"-10.7991360691145","6","20160520","2016","35","38","SY","190","19","SY","SY","http://www.islamicinvitationturkey.com/2016/05/20/large-number-of-isil-terrorists-killed-in-different-parts-of-deir-ezzur/"
"137",NA,"SYR","-7.53486357807849","14","20160520","2016","35","38","SY","190","19","SY","SY","http://www.islamicinvitationturkey.com/2016/05/20/large-number-of-isil-terrorists-killed-in-different-parts-of-deir-ezzur/"
"138",NA,"TUR","-1.14722923653142","9","20160520","2016","35","38","SY","073","07","SY","SY","http://economictimes.indiatimes.com/slideshows/nation-world/glimpses-of-migrant-life-at-gaziantep-turkey/debit-card-provided-by-the-world-food-program/slideshow/52356146.cms"
"139","USA","USA","-3.65853658536586","1","20160520","2016","35","38","SY","1056","10","SY","SY","http://www.washingtonexaminer.com/wh-leaves-door-open-to-joint-strikes-in-syria-with-russia/article/2591910"
"140","ISR",NA,"-2.61058738216099","4","20160520","2016","35","38","SY","203","20","SY","SY","http://english.palinfo.com/site/pages/details.aspx?itemid=78664"
"141",NA,"NOR","-10.6666666666667","10","20160520","2016","35","38","SY","0233","02","SY","SY","http://investmentwatchblog.com/caught-former-al-qaeda-fighter-who-posed-as-asylum-seeker-to-enter-europe/"
"142","LBN","SYR","-5.50688360450563","8","20160520","2016","35","38","SY","192","19","SY","SY","http://metro.co.uk/2016/05/20/faces-of-the-forgotten-children-of-war-young-lives-torn-apart-by-conflict-5895051/"
"143","SYR",NA,"-6.9402228976697","2","20160520","2016","35","38","SY","190","19","SY","SY","http://www.business-standard.com/article/pti-stories/kosovo-jails-is-recruiter-six-associates-116052001580_1.html"
"144","SYR",NA,"-4.09711684370258","6","20160520","2016","35","38","SY","190","19","SY","SY","http://www.rferl.org/content/al-qaeda-al-zawahri-plays-politics/27746829.html"
"145","DEU","GBR","-6.75496688741721","7","20160520","2016","35","38","SY","073","07","SY","SY","http://www.wandsworthguardian.co.uk/news/national/14445315.Syria_refugee_crisis_underestimated_by_UK_public/"
"146",NA,"FRA","-8.55920114122682","4","20160520","2016","35","38","SY","1831","18","SY","SY","http://www.expatica.com/be/news/Paris-attack-suspect-Abdeslam-tight-lipped-in-first-interrogation_684643.html"
"147","SYR",NA,"-1.11178346908269","12","20160520","2016","35","38","SY","073","07","SY","SY","http://economictimes.indiatimes.com/slideshows/nation-world/glimpses-of-migrant-life-at-gaziantep-turkey/debit-card-provided-by-the-world-food-program/slideshow/52356146.cms"
"148","SYR","EUR","-4.35393258426967","15","20160520","2016","35","38","SY","073","07","SY","SY","http://securityassistance.org/content/%E2%80%98shortsighted%E2%80%99-us-embrace"
"149","SYR",NA,"0.93457943925234","2","20160520","2016","35","38","SY","073","07","SY","SY","http://www.malaysiakini.com/news/342370"
"150","SYR",NA,"-1.42804489710889","6","20160520","2016","35","38","SY","073","07","SY","SY","http://economictimes.indiatimes.com/slideshows/nation-world/glimpses-of-migrant-life-at-gaziantep-turkey/debit-card-provided-by-the-world-food-program/slideshow/52356146.cms"
"151","USA","ISR","-3.32868539823352","32","20160520","2016","35","38","SY","186","18","SY","SY","http://english.almanar.com.lb/adetails.php?eid=270763&cid=23&fromval=1&frid=23&seccatid=14&s1=1"
"152","PSE",NA,"-2.61058738216099","2","20160520","2016","35","38","SY","203","20","SY","SY","http://english.palinfo.com/site/pages/details.aspx?itemid=78664"
"153",NA,"IRN","-1.98027902692088","14","20160520","2016","35","38","SY","190","19","SY","SY","http://www.theguardian.com/film/2016/may/20/peshmerga-review-bernard-henri-levy-cannes-2016"
"154","SYR",NA,"-5.92592592592592","8","20160520","2016","35","38","SY","194","19","SY","SY","http://sana.sy/en/?p=77832"
"155","SYR","TUR","-2.74150619434037","39","20160520","2016","35","38","SY","192","19","SY","SY","http://news.trust.org/item/20160520135200-yz3pu"
